player,year,pos,college,dob,age_season_start,height,weight,years_exp,team,rec_tgt,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fum,total_yds,games_played,games_started,share_rec_tgt,share_rec,share_rec_yds,share_rec_td,share_rush_att,share_rush_yds,share_rush_td,catch_rate,yds_per_catch,rec_yds_per_game,rec_per_game,tgt_per_game,yds_per_rush,rush_att_per_game,rush_yds_per_game,fpts_standard,fpts_half_ppr,fpts_ppr,fpts_ppr_f1,adp,adp_f1,depth,depth_f1,is_majorly_injured
austin hooper,2024,TE,Stanford,1994-10-29,29.863013698630137,76,254,8,['NE'],59,45,476,3,0,0,0,2.0,476,17,8,0.11847389558232932,0.1323529411764706,0.1433303221921108,0.17647058823529413,0.0,0.0,0.0,0.7627,10.58,28.0,2.65,3.47,0.0,0.0,0.0,63.599999999999994,86.1,108.6,0.0,842.0,9999.0,2.0,3.0,0
austin johnson,2014,FB,Tennessee,1989-06-16,25.22739726027397,74,240,0,['NO'],2,2,15,1,8,22,0,0.0,37,7,1,0.0030864197530864196,0.004395604395604396,0.0030296909715209048,0.030303030303030304,0.021108179419525065,0.012571428571428572,0.0,1.0,7.5,2.1,0.29,0.29,2.75,1.14,3.1,9.7,10.7,11.7,14.9,9999.0,9999.0,2.0,1.0,0
austin johnson,2015,FB,Tennessee,1989-06-16,26.22739726027397,74,240,1,['NO'],8,5,30,0,4,9,1,0.0,39,10,1,0.012066365007541479,0.010869565217391304,0.005763688760806916,0.0,0.010723860589812333,0.006093432633716994,0.06666666666666667,0.625,6.0,3.0,0.5,0.8,2.25,0.4,0.9,9.9,12.4,14.9,0.0,9999.0,9999.0,1.0,2.0,0
austin johnson,2016,FB,Tennessee,1989-06-16,27.23013698630137,74,240,2,['TB'],0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,2.0,3.0,0
austin mack,2020,WR,Ohio St.,1997-08-31,23.019178082191782,74,215,0,['NYG'],11,7,91,0,0,0,0,0.0,91,11,1,0.022,0.021806853582554516,0.027278177458033574,0.0,0.0,0.0,0.0,0.6364,13.0,8.3,0.64,1.0,0.0,0.0,0.0,9.1,12.6,16.1,0.0,9999.0,9999.0,4.0,3.0,0
austin pettis,2011,WR,Boise St.,1988-05-07,23.334246575342465,74,205,0,['LAR'],48,27,256,0,1,-6,0,2.0,250,12,3,0.08807339449541285,0.09278350515463918,0.07874500153798832,0.0,0.0026109660574412533,-0.00373366521468575,0.0,0.5625,9.48,21.3,2.25,4.0,-6.0,0.08,-0.5,23.0,36.5,50.0,80.1,9999.0,9999.0,2.0,2.0,0
austin pettis,2012,WR,Boise St.,1988-05-07,24.336986301369862,74,205,1,['LAR'],48,30,261,4,0,0,0,0.0,261,14,2,0.08823529411764706,0.09063444108761329,0.06945183608302288,0.18181818181818182,0.0,0.0,0.0,0.625,8.7,18.6,2.14,3.43,0.0,0.0,0.0,50.1,65.1,80.1,100.9,9999.0,9999.0,3.0,3.0,0
austin pettis,2013,WR,Boise St.,1988-05-07,25.336986301369862,74,205,2,['LAR'],63,38,399,4,0,0,0,1.0,399,16,6,0.12524850894632206,0.12624584717607973,0.11875,0.18181818181818182,0.0,0.0,0.0,0.6032,10.5,24.9,2.37,3.94,0.0,0.0,0.0,62.9,81.9,100.9,29.8,9999.0,9999.0,2.0,3.0,0
austin pettis,2014,WR,Boise St.,1988-05-07,26.336986301369862,74,205,3,['LAR'],18,12,118,1,0,0,0,0.0,118,5,0,0.03564356435643564,0.03680981595092025,0.031935047361299054,0.05,0.0,0.0,0.0,0.6667,9.83,23.6,2.4,3.6,0.0,0.0,0.0,17.8,23.8,29.8,0.0,9999.0,9999.0,3.0,2.0,0
austin seferian-jenkins,2014,TE,Washington,1992-09-29,21.936986301369863,77,262,0,['TB'],38,21,221,2,0,0,0,1.0,221,9,9,0.07265774378585087,0.06976744186046512,0.06099917195694176,0.09523809523809523,0.0,0.0,0.0,0.5526,10.52,24.6,2.33,4.22,0.0,0.0,0.0,33.1,43.6,54.1,78.8,9999.0,9999.0,3.0,1.0,0
austin seferian-jenkins,2015,TE,Washington,1992-09-29,22.936986301369863,77,262,1,['TB'],39,21,338,4,0,0,0,0.0,338,7,3,0.07428571428571429,0.0673076923076923,0.08362196932211777,0.18181818181818182,0.0,0.0,0.0,0.5385,16.1,48.3,3.0,5.57,0.0,0.0,0.0,57.8,68.3,78.8,34.4,9999.0,9999.0,1.0,2.0,1
austin seferian-jenkins,2016,TE,Washington,1992-09-29,23.93972602739726,77,262,2,"['TB', 'NYJ']",20,13,154,1,0,0,0,0.0,154,9,2,0.018166275529316094,0.020302522530682487,0.02037127608244944,0.017241379310344827,0.0,0.0,0.0,0.65,11.85,17.1,1.44,2.22,0.0,0.0,0.0,21.4,27.9,34.4,102.7,332.0,296.0,2.0,1.0,0
austin seferian-jenkins,2017,TE,Washington,1992-09-29,24.93972602739726,77,262,3,['NYJ'],74,50,357,3,0,0,0,1.0,357,13,10,0.15040650406504066,0.15625,0.10341830822711472,0.15789473684210525,0.0,0.0,0.0,0.6757,7.14,27.5,3.85,5.69,0.0,0.0,0.0,52.7,77.7,102.7,26.0,296.0,162.1,1.0,1.0,0
austin seferian-jenkins,2018,TE,Washington,1992-09-29,25.93972602739726,77,262,4,['JAX'],20,11,90,1,0,0,0,0.0,90,5,5,0.03816793893129771,0.03343465045592705,0.026231419411250366,0.06666666666666667,0.0,0.0,0.0,0.55,8.18,18.0,2.2,4.0,0.0,0.0,0.0,15.0,20.5,26.0,0.0,162.1,9999.0,1.0,3.0,1
austin trammell,2021,WR,Rice,1998-07-04,23.17808219178082,70,185,0,['ATL'],0,0,0,0,0,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,9999.0,9999.0,3.0,3.0,0
austin trammell,2022,WR,Rice,1998-07-04,24.17808219178082,70,185,1,['LAR'],4,2,13,0,0,0,0,0.0,13,6,0,0.007751937984496124,0.005780346820809248,0.003720663995420721,0.0,0.0,0.0,0.0,0.5,6.5,2.2,0.33,0.67,0.0,0.0,0.0,1.3,2.3,3.3,3.9,9999.0,9999.0,3.0,3.0,0
austin trammell,2023,WR,Rice,1998-07-04,25.17808219178082,70,185,2,['LAR'],7,4,29,0,0,0,0,3.0,29,16,0,0.012612612612612612,0.0110803324099723,0.006744186046511628,0.0,0.0,0.0,0.0,0.5714,7.25,1.8,0.25,0.44,0.0,0.0,0.0,-0.10000000000000009,1.9,3.9,5.0,406.0,435.0,3.0,3.0,0
austin trammell,2024,WR,Rice,1998-07-04,26.18082191780822,70,185,3,['JAX'],3,2,40,0,0,0,0,1.0,40,1,0,0.005747126436781609,0.0058309037900874635,0.010746910263299301,0.0,0.0,0.0,0.0,0.6666,20.0,40.0,2.0,3.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,435.0,9999.0,3.0,3.0,0
austin traylor,2017,TE,Wisconsin,1993-09-03,24.01095890410959,75,250,0,['DEN'],13,8,100,0,0,0,0,0.0,100,7,3,0.023593466424682397,0.024096385542168676,0.027262813522355506,0.0,0.0,0.0,0.0,0.6154,12.5,14.3,1.14,1.86,0.0,0.0,0.0,10.0,14.0,18.0,0.0,687.0,9999.0,4.0,3.0,0
austin walter,2019,RB,Rice,1996-08-17,23.054794520547944,68,202,0,['NYG'],0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9999.0,9999.0,3.0,3.0,0
austin walter,2020,RB,Rice,1996-08-17,24.057534246575344,68,202,1,['SF'],1,1,27,0,1,3,0,0.0,30,4,0,0.0018018018018018018,0.0026954177897574125,0.00625,0.0,0.0024271844660194173,0.0016411378555798686,0.0,0.9999,27.0,6.7,0.25,0.25,3.0,0.25,0.7,3.0,3.5,4.0,19.0,9999.0,9999.0,3.0,3.0,0
austin walter,2021,RB,Rice,1996-08-17,25.057534246575344,68,202,2,['NYJ'],3,2,9,0,26,101,1,0.0,110,4,0,0.0051813471502590676,0.0056179775280898875,0.0022738756947953513,0.0,0.07669616519174041,0.06927297668038408,0.1,0.6666,4.5,2.2,0.5,0.75,3.88,6.5,25.2,17.0,18.0,19.0,0.0,1570.0,9999.0,3.0,3.0,0
avery williams,2022,RB,Boise St.,1998-07-15,24.147945205479452,69,195,1,['ATL'],14,13,61,0,22,109,1,1.0,170,17,3,0.035,0.05058365758754864,0.020840450973693202,0.0,0.048034934497816595,0.04918772563176895,0.07692307692307693,0.9286,4.69,3.6,0.76,0.82,4.95,1.29,6.4,22.0,28.5,35.0,0.0,2044.0,9999.0,4.0,3.0,0
avery williams,2024,RB,Boise St.,1998-07-15,26.15068493150685,69,195,3,['ATL'],0,0,0,0,0,0,0,0.0,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,3.0,3.0,0
baron batch,2012,RB,Texas Tech,1987-12-21,24.715068493150685,69,200,0,['PIT'],5,4,31,0,25,49,1,0.0,80,12,0,0.008880994671403197,0.011299435028248588,0.007726819541375872,0.0,0.06510416666666667,0.03462897526501767,0.14285714285714285,0.8,7.75,2.6,0.33,0.42,1.96,2.08,4.1,14.0,16.0,18.0,0.0,9999.0,9999.0,4.0,3.0,0
baylor cupp,2024,TE,"Texas A&M,Texas Tech",2000-05-10,24.328767123287673,78,243,0,['KC'],1,0,0,0,0,0,0,0.0,0,1,0,0.0017574692442882249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,3.0,3.0,0
bear pascoe,2009,TE,Fresno St.,1986-02-23,23.53698630136986,77,257,0,['NYG'],1,1,9,0,0,0,0,0.0,9,4,1,0.001876172607879925,0.0029585798816568047,0.002119642016015073,0.0,0.0,0.0,0.0,0.9999,9.0,2.2,0.25,0.25,0.0,0.0,0.0,0.9,1.4,1.9,16.2,9999.0,9999.0,3.0,3.0,0
bear pascoe,2010,TE,Fresno St.,1986-02-23,24.53698630136986,77,257,1,['NYG'],13,9,72,0,0,0,0,0.0,72,15,11,0.024344569288389514,0.02654867256637168,0.017991004497751123,0.0,0.0,0.0,0.0,0.6923,8.0,4.8,0.6,0.87,0.0,0.0,0.0,7.2,11.7,16.2,25.6,9999.0,9999.0,3.0,3.0,0
bear pascoe,2011,TE,Fresno St.,1986-02-23,25.53698630136986,77,257,2,['NYG'],16,12,136,0,0,0,0,0.0,136,16,11,0.0274442538593482,0.0335195530726257,0.02769857433808554,0.0,0.0,0.0,0.0,0.75,11.33,8.5,0.75,1.0,0.0,0.0,0.0,13.6,19.6,25.6,13.5,9999.0,9999.0,3.0,3.0,0
bear pascoe,2012,TE,Fresno St.,1986-02-23,26.53972602739726,77,257,3,['NYG'],9,4,35,1,0,0,0,0.0,35,15,3,0.016853932584269662,0.01238390092879257,0.008822788001008318,0.038461538461538464,0.0,0.0,0.0,0.4444,8.75,2.3,0.27,0.6,0.0,0.0,0.0,9.5,11.5,13.5,20.299999999999997,9999.0,9999.0,1.0,2.0,0
bear pascoe,2013,TE,Fresno St.,1986-02-23,27.53972602739726,77,257,4,['NYG'],20,12,81,0,1,2,0,0.0,83,16,6,0.03571428571428571,0.036923076923076927,0.02090322580645161,0.0,0.002785515320334262,0.0015408320493066256,0.0,0.6,6.75,5.1,0.75,1.25,2.0,0.06,0.1,8.299999999999999,14.299999999999999,20.299999999999997,8.3,9999.0,9999.0,2.0,2.0,0
bear pascoe,2014,TE,Fresno St.,1986-02-23,28.53972602739726,77,257,5,['ATL'],2,2,3,1,0,0,0,0.0,3,16,2,0.0032102728731942215,0.004784688995215311,0.0006305170239596469,0.03571428571428571,0.0,0.0,0.0,1.0,1.5,0.2,0.12,0.12,0.0,0.0,0.0,6.3,7.3,8.3,0.0,9999.0,9999.0,2.0,2.0,0
bear pascoe,2015,TE,Fresno St.,1986-02-23,29.53972602739726,77,257,6,['DET'],0,0,0,0,0,0,0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,2.0,3.0,0
ben braunecker,2016,TE,Harvard,1994-02-07,22.58082191780822,75,247,0,['CHI'],6,4,41,0,0,0,0,0.0,41,13,2,0.01092896174863388,0.011560693641618497,0.009910563210055595,0.0,0.0,0.0,0.0,0.6667,10.25,3.2,0.31,0.46,0.0,0.0,0.0,4.1,6.1,8.1,0.0,620.0,524.0,5.0,5.0,0
ben braunecker,2017,TE,Harvard,1994-02-07,23.58082191780822,75,247,1,['CHI'],0,0,0,0,0,0,0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,524.0,598.0,5.0,4.0,0
ben braunecker,2018,TE,Harvard,1994-02-07,24.58082191780822,75,247,2,['CHI'],5,3,42,0,0,0,0,0.0,42,15,2,0.0099601593625498,0.008771929824561403,0.01123896173401124,0.0,0.0,0.0,0.0,0.6,14.0,2.8,0.2,0.33,0.0,0.0,0.0,4.2,5.7,7.2,17.9,598.0,570.0,4.0,3.0,0
ben braunecker,2019,TE,Harvard,1994-02-07,25.58082191780822,75,247,3,['CHI'],11,6,59,1,0,0,0,0.0,59,11,3,0.019434628975265017,0.016172506738544475,0.01651273439686538,0.05,0.0,0.0,0.0,0.5454,9.83,5.4,0.55,1.0,0.0,0.0,0.0,11.9,14.9,17.9,0.0,570.0,9999.0,3.0,3.0,0
ben edwards,2015,WR,Richmond,1992-04-11,23.405479452054795,71,195,0,['NYG'],2,1,9,0,0,0,0,0.0,9,2,0,0.0032520325203252032,0.0025575447570332483,0.0019951230325870096,0.0,0.0,0.0,0.0,0.5,9.0,4.5,0.5,1.0,0.0,0.0,0.0,0.9,1.4,1.9,0.0,9999.0,9999.0,3.0,3.0,0
ben ellefson,2020,TE,North Dakota St.,1996-09-01,24.016438356164382,75,250,0,['JAX'],4,1,10,0,0,0,0,0.0,10,7,4,0.00684931506849315,0.0025906735751295338,0.0025284450063211127,0.0,0.0,0.0,0.0,0.25,10.0,1.4,0.14,0.57,0.0,0.0,0.0,1.0,1.5,2.0,0.0,9999.0,9999.0,2.0,3.0,0
ben ellefson,2021,TE,North Dakota St.,1996-09-01,25.016438356164382,75,250,1,['MIN'],1,0,0,0,0,0,0,0.0,0,5,0,0.0017331022530329288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5.6,559.0,533.0,3.0,3.0,0
ben ellefson,2022,TE,North Dakota St.,1996-09-01,26.016438356164382,75,250,2,['MIN'],3,3,26,0,0,0,0,0.0,26,4,1,0.0046801872074883,0.006696428571428571,0.005396430053964301,0.0,0.0,0.0,0.0,1.0,8.67,6.5,0.75,0.75,0.0,0.0,0.0,2.6,4.1,5.6,0.0,533.0,9999.0,3.0,3.0,0
ben hartsock,2009,TE,Ohio St.,1980-07-05,29.17808219178082,76,265,5,['NYJ'],4,1,2,1,0,0,0,0.0,2,16,7,0.010362694300518135,0.004784688995215311,0.0007785130400934215,0.08333333333333333,0.0,0.0,0.0,0.25,2.0,0.1,0.06,0.25,0.0,0.0,0.0,6.2,6.7,7.2,1.7,9999.0,9999.0,3.0,3.0,0
ben hartsock,2010,TE,Ohio St.,1980-07-05,30.17808219178082,76,265,6,['NYJ'],3,1,7,0,0,0,0,0.0,7,16,7,0.005791505791505791,0.003472222222222222,0.0020467836257309943,0.0,0.0,0.0,0.0,0.3333,7.0,0.4,0.06,0.19,0.0,0.0,0.0,0.7,1.2,1.7,0.0,9999.0,9999.0,3.0,3.0,0
ben hartsock,2011,TE,Ohio St.,1980-07-05,31.17808219178082,76,265,7,['CAR'],0,0,0,0,0,0,0,0.0,0,15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9999.0,9999.0,3.0,3.0,0
ben hartsock,2012,TE,Ohio St.,1980-07-05,32.18082191780822,76,265,8,['CAR'],3,2,30,0,0,0,0,0.0,30,15,5,0.006185567010309278,0.007042253521126761,0.007653061224489796,0.0,0.0,0.0,0.0,0.6666,15.0,2.0,0.13,0.2,0.0,0.0,0.0,3.0,4.0,5.0,0.0,9999.0,9999.0,3.0,2.0,0
ben hartsock,2013,TE,Ohio St.,1980-07-05,33.18082191780822,76,265,9,['CAR'],0,0,0,0,0,0,0,0.0,0,13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,2.0,3.0,0
ben koyack,2016,TE,Notre Dame,1993-04-09,23.413698630136988,77,258,1,['JAX'],24,19,161,1,0,0,0,0.0,161,14,7,0.03858520900321544,0.051630434782608696,0.0412291933418694,0.043478260869565216,0.0,0.0,0.0,0.7917,8.47,11.5,1.36,1.71,0.0,0.0,0.0,22.1,31.6,41.1,8.8,9999.0,9999.0,2.0,2.0,0
ben koyack,2017,TE,Notre Dame,1993-04-09,24.413698630136988,77,258,1,['JAX'],7,5,38,0,0,0,0,0.0,38,16,3,0.013539651837524178,0.015822784810126583,0.01022604951560818,0.0,0.0,0.0,0.0,0.7143,7.6,2.4,0.31,0.44,0.0,0.0,0.0,3.8,6.3,8.8,0.0,396.0,573.0,2.0,2.0,0
ben koyack,2018,TE,Notre Dame,1993-04-09,25.413698630136988,77,258,2,['JAX'],0,0,0,0,0,0,0,0.0,0,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,573.0,631.0,2.0,3.0,0
ben koyack,2019,TE,Notre Dame,1993-04-09,26.413698630136988,77,258,3,['JAX'],3,1,9,0,0,0,0,0.0,9,11,6,0.005338078291814947,0.0027548209366391185,0.0022410358565737054,0.0,0.0,0.0,0.0,0.3333,9.0,0.8,0.09,0.27,0.0,0.0,0.0,0.9,1.4,1.9,0.0,631.0,9999.0,3.0,3.0,0
ben mason,2023,FB,Michigan,1999-05-25,24.28767123287671,75,254,1,['BAL'],0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,9999.0,3.0,3.0,0
ben obomanu,2009,WR,Auburn,1983-10-30,25.85753424657534,73,204,2,['SEA'],5,4,41,0,0,0,0,1.0,41,14,0,0.008319467554076539,0.010810810810810811,0.010956707642971674,0.0,0.0,0.0,0.0,0.8,10.25,2.9,0.29,0.36,0.0,0.0,0.0,3.0999999999999996,5.1,7.1,105.1,9999.0,9999.0,3.0,3.0,0
ben obomanu,2010,WR,Auburn,1983-10-30,26.85753424657534,73,204,3,['SEA'],49,30,494,4,2,17,0,0.0,511,15,6,0.0914179104477612,0.09287925696594428,0.13974540311173975,0.2857142857142857,0.005865102639296188,0.012781954887218045,0.0,0.6122,16.47,32.9,2.0,3.27,8.5,0.13,1.1,75.1,90.1,105.1,93.9,9999.0,9999.0,3.0,3.0,0
ben obomanu,2011,WR,Auburn,1983-10-30,27.85753424657534,73,204,4,['SEA'],61,37,436,2,1,13,0,0.0,449,16,7,0.12224448897795591,0.12374581939799331,0.12659698025551683,0.13333333333333333,0.0025,0.007951070336391437,0.0,0.6066,11.78,27.2,2.31,3.81,13.0,0.06,0.8,56.9,75.4,93.9,10.9,9999.0,9999.0,2.0,2.0,0
ben obomanu,2012,WR,Auburn,1983-10-30,28.86027397260274,73,204,5,['SEA'],9,4,58,0,1,11,0,0.0,69,8,0,0.022443890274314215,0.015444015444015444,0.017934446505875078,0.0,0.0022935779816513763,0.005205868433506862,0.0,0.4444,14.5,7.2,0.5,1.12,11.0,0.12,1.4,6.9,8.9,10.9,1.8,9999.0,9999.0,2.0,3.0,0
ben obomanu,2013,WR,Auburn,1983-10-30,29.86027397260274,73,204,6,['NYJ'],1,1,8,0,0,0,0,0.0,8,3,0,0.0021008403361344537,0.0037735849056603774,0.002456248081056187,0.0,0.0,0.0,0.0,0.9999,8.0,2.7,0.33,0.33,0.0,0.0,0.0,0.8,1.3,1.8,0.0,9999.0,9999.0,3.0,3.0,0
ben patrick,2009,TE,"Duke,Delaware",1984-08-23,25.041095890410958,75,252,2,['ARI'],16,12,146,2,0,0,0,0.0,146,9,7,0.027303754266211604,0.030612244897959183,0.034761904761904765,0.07407407407407407,0.0,0.0,0.0,0.75,12.17,16.2,1.33,1.78,0.0,0.0,0.0,26.6,32.6,38.6,26.3,9999.0,9999.0,3.0,3.0,0
ben patrick,2010,TE,"Duke,Delaware",1984-08-23,26.041095890410958,75,252,3,['ARI'],18,15,123,0,0,0,0,1.0,123,15,7,0.0325497287522604,0.05263157894736842,0.03768382352941176,0.0,0.0,0.0,0.0,0.8333,8.2,8.2,1.0,1.2,0.0,0.0,0.0,11.3,18.8,26.3,0.0,9999.0,9999.0,3.0,3.0,0
ben sims,2023,TE,Baylor,2000-05-16,23.30958904109589,77,250,0,['GB'],6,4,21,1,0,0,0,0.0,21,17,1,0.0106951871657754,0.0106951871657754,0.0049881235154394295,0.03125,0.0,0.0,0.0,0.6667,5.25,1.2,0.24,0.35,0.0,0.0,0.0,8.1,10.1,12.1,8.2,9999.0,9999.0,4.0,3.0,0
ben sims,2024,TE,Baylor,2000-05-16,24.312328767123287,77,250,1,['GB'],5,4,42,0,0,0,0,0.0,42,17,5,0.010775862068965518,0.012987012987012988,0.010662604722010662,0.0,0.0,0.0,0.0,0.8,10.5,2.5,0.24,0.29,0.0,0.0,0.0,4.2,6.2,8.2,0.0,731.0,9999.0,3.0,3.0,0
ben sinnott,2024,TE,Kansas St.,2002-06-14,22.232876712328768,76,247,0,['WAS'],5,5,28,1,0,0,0,0.0,28,17,2,0.009940357852882704,0.013736263736263736,0.0071228694988552535,0.03571428571428571,0.0,0.0,0.0,1.0,5.6,1.6,0.29,0.29,0.0,0.0,0.0,8.8,11.3,13.8,0.0,184.0,9999.0,3.0,3.0,0
ben skowronek,2021,WR,"Northwestern,Notre Dame",1997-06-27,24.197260273972603,75,224,0,['LAR'],20,11,133,0,0,0,0,0.0,133,14,1,0.03322259136212625,0.027093596059113302,0.027181688125894134,0.0,0.0,0.0,0.0,0.55,12.09,9.5,0.79,1.43,0.0,0.0,0.0,13.3,18.8,24.3,84.30000000000001,346.0,269.0,2.0,2.0,0
ben skowronek,2022,WR,"Northwestern,Notre Dame",1997-06-27,25.197260273972603,75,224,1,['LAR'],61,39,376,0,1,17,1,0.0,393,14,11,0.1182170542635659,0.11271676300578035,0.10761305094447625,0.0,0.0028089887640449437,0.011386470194239785,0.07142857142857142,0.6393,9.64,26.9,2.79,4.36,17.0,0.07,1.2,45.300000000000004,64.80000000000001,84.30000000000001,21.5,269.0,568.0,2.0,1.0,0
ben skowronek,2023,WR,"Northwestern,Notre Dame",1997-06-27,26.197260273972603,75,224,2,['LAR'],12,8,66,1,2,9,0,0.0,75,17,0,0.021621621621621623,0.0221606648199446,0.015348837209302326,0.038461538461538464,0.0045871559633027525,0.004724409448818898,0.0,0.6667,8.25,3.9,0.47,0.71,4.5,0.12,0.5,13.5,17.5,21.5,11.9,568.0,411.0,1.0,3.0,0
ben skowronek,2024,WR,"Northwestern,Notre Dame",1997-06-27,27.2,75,224,3,['PIT'],5,5,69,0,0,0,0,0.0,69,10,1,0.010869565217391304,0.01557632398753894,0.019118869492934332,0.0,0.0,0.0,0.0,1.0,13.8,6.9,0.5,0.5,0.0,0.0,0.0,6.9,9.4,11.9,0.0,411.0,9999.0,3.0,3.0,0
ben tate,2011,RB,Auburn,1988-08-21,23.043835616438358,71,214,1,['HOU'],19,13,98,0,175,942,4,4.0,1040,15,2,0.041758241758241756,0.04513888888888889,0.026515151515151516,0.0,0.3391472868217054,0.39530004196391105,0.25,0.6842,7.54,6.5,0.87,1.27,5.38,11.67,62.8,124.0,130.5,137.0,54.8,9999.0,9999.0,4.0,2.0,0
ben tate,2012,RB,Auburn,1988-08-21,24.046575342465754,71,214,1,['HOU'],11,11,49,0,65,279,2,1.0,328,11,0,0.02010968921389397,0.031161473087818695,0.01209279368213228,0.0,0.13402061855670103,0.1308016877637131,0.1111111111111111,1.0,4.45,4.5,1.0,1.0,4.29,5.91,25.4,43.8,49.3,54.8,144.1,9999.0,9999.0,2.0,2.0,0
ben tate,2013,RB,Auburn,1988-08-21,25.046575342465754,71,214,2,['HOU'],49,34,140,0,181,771,4,5.0,911,14,7,0.07890499194847021,0.09164420485175202,0.03346880229500358,0.0,0.46055979643765904,0.47040878584502743,0.6666666666666666,0.6939,4.12,10.0,2.43,3.5,4.26,12.93,55.1,110.1,127.1,144.1,76.0,9999.0,9999.0,2.0,1.0,0
ben tate,2014,RB,Auburn,1988-08-21,26.046575342465754,71,214,3,"['MIN', 'CLE']",12,9,60,0,119,370,4,0.0,430,11,6,0.012024048096192385,0.016363636363636365,0.008136696501220505,0.0,0.14002554211843204,0.11365405623854327,0.125,0.75,6.67,5.5,0.82,1.09,3.11,10.82,33.6,67.0,71.5,76.0,0.0,50.2,9999.0,1.0,3.0,0
benjarvus green-ellis,2009,RB,Mississippi,1985-07-02,24.183561643835617,71,215,1,['NE'],5,2,11,0,26,114,0,0.0,125,12,0,0.008488964346349746,0.005128205128205128,0.002422907488986784,0.0,0.06088992974238876,0.061555075593952485,0.0,0.4,5.5,0.9,0.17,0.42,4.38,2.17,9.5,12.5,13.5,14.5,199.3,9999.0,9999.0,3.0,3.0,0
benjarvus green-ellis,2010,RB,Mississippi,1985-07-02,25.183561643835617,71,215,2,['NE'],16,12,85,0,229,1008,13,0.0,1093,16,11,0.03187250996015936,0.03625377643504532,0.021133764296369966,0.0,0.5544794188861986,0.5166581240389544,0.7222222222222222,0.75,7.08,5.3,0.75,1.0,4.4,14.31,63.0,187.3,193.3,199.3,157.4,9999.0,9999.0,3.0,3.0,0
benjarvus green-ellis,2011,RB,Mississippi,1985-07-02,26.183561643835617,71,215,3,['NE'],13,9,159,0,180,665,11,0.0,824,16,6,0.02138157894736842,0.022388059701492536,0.030245387102910404,0.0,0.46035805626598464,0.4010856453558504,0.7333333333333333,0.6923,17.67,9.9,0.56,0.81,3.69,11.25,41.6,148.4,152.9,157.4,174.8,9999.0,9999.0,1.0,1.0,0
benjarvus green-ellis,2012,RB,Mississippi,1985-07-02,27.186301369863013,71,215,4,['CIN'],29,22,104,0,278,1094,6,3.0,1198,15,15,0.054820415879017016,0.06567164179104477,0.027318098240084056,0.0,0.7354497354497355,0.671990171990172,0.8571428571428571,0.7586,4.73,6.9,1.47,1.93,3.94,18.53,72.9,152.8,163.8,174.8,121.8,9999.0,9999.0,1.0,1.0,0
benjarvus green-ellis,2013,RB,Mississippi,1985-07-02,28.186301369863013,71,215,5,['CIN'],8,4,22,0,220,756,7,2.0,778,16,16,0.01384083044982699,0.01098901098901099,0.0050914140245313586,0.0,0.5339805825242718,0.48711340206185566,0.5833333333333334,0.5,5.5,1.4,0.25,0.5,3.44,13.75,47.2,117.8,119.8,121.8,0.0,9999.0,9999.0,1.0,3.0,0
